league,vis_team,home_team,inning,bat_team,batting_team,pitching_team,outs,balls,strikes,vis_score,home_score,batter,bat_hand,pitcher,pitch_hand,catcher,run_on_1st,run_on_2nd,run_on_3rd,is_leadoff,def_pos,lineup_pos,event_type,is_batter_event,is_at_bat,hit_value,is_sac_hit,is_sac_fly,outs_made,batted_ball_type,bat_dest,run_1st_dest,run_2nd_dest,run_3rd_dest,runs_on_play,is_new_game,is_game_end
AL,TEX,ANA,7,1,ANA,TEX,1,2,2,6,2,suzuk001,R,codyk001,R,trevj001,,iglej001,pujoa001,F,2,8,20,T,T,1,F,F,0,L,1,0,3,4,1,F,F
AL,TEX,ANA,7,1,ANA,TEX,1,2,0,6,3,rengl001,L,codyk001,R,trevj001,suzuk001,,iglej001,F,5,9,9,F,F,0,F,F,0,,0,2,0,4,1,F,F
AL,TEX,ANA,7,1,ANA,TEX,1,3,2,6,4,rengl001,L,codyk001,R,trevj001,,suzuk001,,F,5,9,3,T,T,0,F,F,1,,0,0,2,0,0,F,F
AL,TEX,ANA,7,1,ANA,TEX,2,2,1,6,4,fletd002,R,codyk001,R,trevj001,,suzuk001,,F,4,1,2,T,T,0,F,F,1,F,0,0,2,0,0,F,F
AL,TEX,ANA,8,0,TEX,ANA,0,3,2,6,4,calhw001,L,claua001,L,suzuk001,,,,T,10,6,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,8,0,TEX,ANA,1,2,2,6,4,trevj001,R,slega001,R,suzuk001,,,,F,2,7,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TEX,ANA,8,0,TEX,ANA,2,3,2,6,4,garca005,R,slega001,R,suzuk001,,,,F,8,8,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,8,1,ANA,TEX,0,3,2,6,4,ohtas001,L,rodrj004,L,trevj001,,,,T,10,2,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,8,1,ANA,TEX,1,2,2,6,4,troum001,R,rodrj004,L,trevj001,,,,F,8,3,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,8,1,ANA,TEX,2,0,2,6,4,uptoj001,R,rodrj004,L,trevj001,,,,F,7,4,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TEX,ANA,9,0,TEX,ANA,0,0,2,6,4,culbc001,R,watst001,L,suzuk001,,,,T,11,9,2,T,T,0,F,F,1,L,0,0,0,0,0,F,F
AL,TEX,ANA,9,0,TEX,ANA,1,3,2,6,4,kinei001,R,watst001,L,suzuk001,,,,F,6,1,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TEX,ANA,9,0,TEX,ANA,2,1,2,6,4,dahld001,L,watst001,L,suzuk001,,,,F,7,2,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,9,1,ANA,TEX,0,1,2,6,4,walsj001,L,kenni001,R,trevj001,,,,T,9,5,2,T,T,0,F,F,1,P,0,0,0,0,0,F,F
AL,TEX,ANA,9,1,ANA,TEX,1,0,1,6,4,pujoa001,R,kenni001,R,trevj001,,,,F,3,6,2,T,T,0,F,F,1,F,0,0,0,0,0,F,F
AL,TEX,ANA,9,1,ANA,TEX,2,1,2,6,4,iglej001,R,kenni001,R,trevj001,,,,F,6,7,20,T,T,1,F,F,0,L,1,0,0,0,0,F,F
AL,TEX,ANA,9,1,ANA,TEX,2,0,0,6,4,suzuk001,R,kenni001,R,trevj001,iglej001,,,F,2,8,20,T,T,1,F,F,0,G,1,3,0,0,0,F,F
AL,TEX,ANA,9,1,ANA,TEX,2,0,2,6,4,rengl001,L,kenni001,R,trevj001,sches001,,iglej001,F,5,9,2,T,T,0,F,F,1,G,0,1,0,3,0,F,T
AL,TEX,ANA,1,0,TEX,ANA,0,2,1,0,0,kinei001,R,ohtas001,R,suzuk001,,,,T,6,1,2,T,T,0,F,F,1,G,0,0,0,0,0,T,F
AL,TEX,ANA,1,0,TEX,ANA,1,3,0,0,0,dahld001,L,ohtas001,R,suzuk001,,,,F,7,2,14,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,TEX,ANA,1,0,TEX,ANA,1,3,2,0,0,gallj002,L,ohtas001,R,suzuk001,dahld001,,,F,9,3,14,T,F,0,F,F,0,,1,2,0,0,0,F,F
AL,TEX,ANA,1,0,TEX,ANA,1,3,1,0,0,lowen001,L,ohtas001,R,suzuk001,gallj002,dahld001,,F,3,4,14,T,F,0,F,F,0,,1,2,3,0,0,F,F
AL,TEX,ANA,1,0,TEX,ANA,1,2,2,0,0,solan001,R,ohtas001,R,suzuk001,lowen001,gallj002,dahld001,F,4,5,3,T,T,0,F,F,1,,0,1,2,3,0,F,F
AL,TEX,ANA,1,0,TEX,ANA,2,1,2,0,0,calhw001,L,ohtas001,R,suzuk001,lowen001,gallj002,dahld001,F,10,6,3,T,T,0,F,F,1,,0,1,2,3,0,F,F
AL,TEX,ANA,1,1,ANA,TEX,0,0,1,0,0,fletd002,R,lylej001,R,trevj001,,,,T,4,1,2,T,T,0,F,F,1,F,0,0,0,0,0,F,F
AL,TEX,ANA,1,1,ANA,TEX,1,3,2,0,0,walsj001,L,lylej001,R,trevj001,,,,F,3,2,20,T,T,1,F,F,0,G,1,0,0,0,0,F,F
AL,TEX,ANA,1,1,ANA,TEX,1,1,2,0,0,troum001,R,lylej001,R,trevj001,walsj001,,,F,8,3,3,T,T,0,F,F,1,,0,1,0,0,0,F,F
AL,TEX,ANA,1,1,ANA,TEX,2,3,1,0,0,uptoj001,R,lylej001,R,trevj001,walsj001,,,F,7,4,2,T,T,0,F,F,1,P,0,1,0,0,0,F,F
AL,TEX,ANA,2,0,TEX,ANA,0,2,2,0,0,trevj001,R,ohtas001,R,suzuk001,,,,T,2,7,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,2,0,TEX,ANA,1,3,1,0,0,garca005,R,ohtas001,R,suzuk001,,,,F,8,8,14,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,TEX,ANA,2,0,TEX,ANA,1,1,1,0,0,holtb002,L,ohtas001,R,suzuk001,garca005,,,F,5,9,6,F,F,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,2,0,TEX,ANA,2,3,2,0,0,holtb002,L,ohtas001,R,suzuk001,,,,F,5,9,20,T,T,1,F,F,0,L,1,0,0,0,0,F,F
AL,TEX,ANA,2,0,TEX,ANA,2,0,2,0,0,kinei001,R,ohtas001,R,suzuk001,holtb002,,,F,6,1,3,T,T,0,F,F,1,,0,1,0,0,0,F,F
AL,TEX,ANA,2,1,ANA,TEX,0,0,2,0,0,rojaj002,L,lylej001,R,trevj001,,,,T,5,5,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,2,1,ANA,TEX,1,0,0,0,0,pujoa001,R,lylej001,R,trevj001,,,,F,10,6,2,T,T,0,F,F,1,P,0,0,0,0,0,F,F
AL,TEX,ANA,2,1,ANA,TEX,2,0,1,0,0,iglej001,R,lylej001,R,trevj001,,,,F,6,7,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TEX,ANA,3,0,TEX,ANA,0,0,1,0,0,dahld001,L,ohtas001,R,suzuk001,,,,T,7,2,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TEX,ANA,3,0,TEX,ANA,1,0,2,0,0,gallj002,L,ohtas001,R,suzuk001,,,,F,9,3,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,3,0,TEX,ANA,2,3,0,0,0,lowen001,L,ohtas001,R,suzuk001,,,,F,3,4,14,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,TEX,ANA,3,0,TEX,ANA,2,1,1,0,0,solan001,R,ohtas001,R,suzuk001,lowen001,,,F,4,5,2,T,T,0,F,F,1,L,0,1,0,0,0,F,F
AL,TEX,ANA,3,1,ANA,TEX,0,0,0,0,0,sches001,L,lylej001,R,trevj001,,,,T,9,8,21,T,T,2,F,F,0,F,2,0,0,0,0,F,F
AL,TEX,ANA,3,1,ANA,TEX,0,0,0,0,0,suzuk001,R,lylej001,R,trevj001,,sches001,,F,2,9,2,T,T,0,F,F,1,F,0,0,3,0,0,F,F
AL,TEX,ANA,3,1,ANA,TEX,1,0,0,0,0,fletd002,R,lylej001,R,trevj001,,,sches001,F,4,1,2,T,F,0,F,T,1,F,0,0,0,4,1,F,F
AL,TEX,ANA,3,1,ANA,TEX,2,1,1,0,1,walsj001,L,lylej001,R,trevj001,,,,F,3,2,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TEX,ANA,4,0,TEX,ANA,0,3,2,0,1,calhw001,L,ohtas001,R,suzuk001,,,,T,10,6,2,T,T,0,F,F,1,P,0,0,0,0,0,F,F
AL,TEX,ANA,4,0,TEX,ANA,1,2,2,0,1,trevj001,R,ohtas001,R,suzuk001,,,,F,2,7,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,4,0,TEX,ANA,2,3,0,0,1,garca005,R,ohtas001,R,suzuk001,,,,F,8,8,14,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,TEX,ANA,4,0,TEX,ANA,2,0,0,0,1,holtb002,L,ohtas001,R,suzuk001,garca005,,,F,5,9,16,T,F,0,F,F,0,,1,2,0,0,0,F,F
AL,TEX,ANA,4,0,TEX,ANA,2,2,2,0,1,kinei001,R,ohtas001,R,suzuk001,holtb002,garca005,,F,6,1,3,T,T,0,F,F,1,,0,1,2,0,0,F,F
AL,TEX,ANA,4,1,ANA,TEX,0,0,0,0,1,troum001,R,lylej001,R,trevj001,,,,T,8,3,21,T,T,2,F,F,0,F,2,0,0,0,0,F,F
AL,TEX,ANA,4,1,ANA,TEX,0,2,1,0,1,uptoj001,R,lylej001,R,trevj001,,troum001,,F,7,4,20,T,T,1,F,F,0,L,1,0,3,0,0,F,F
AL,TEX,ANA,4,1,ANA,TEX,0,2,2,0,1,rojaj002,L,lylej001,R,trevj001,uptoj001,,troum001,F,5,5,3,T,T,0,F,F,1,,0,1,0,3,0,F,F
AL,TEX,ANA,4,1,ANA,TEX,1,0,0,0,1,pujoa001,R,lylej001,R,trevj001,uptoj001,,troum001,F,10,6,9,F,F,0,F,F,0,,0,2,0,4,1,F,F
AL,TEX,ANA,4,1,ANA,TEX,1,2,2,0,2,pujoa001,R,lylej001,R,trevj001,,uptoj001,,F,10,6,2,T,T,0,F,F,1,L,0,0,2,0,0,F,F
AL,TEX,ANA,4,1,ANA,TEX,2,1,2,0,2,iglej001,R,lylej001,R,trevj001,,uptoj001,,F,6,7,2,T,T,0,F,F,1,L,0,0,2,0,0,F,F
AL,TEX,ANA,5,0,TEX,ANA,0,2,0,0,2,dahld001,L,canng001,R,suzuk001,,,,T,7,2,2,T,T,0,F,F,1,P,0,0,0,0,0,F,F
AL,TEX,ANA,5,0,TEX,ANA,1,1,1,0,2,gallj002,L,canng001,R,suzuk001,,,,F,9,3,2,T,T,0,F,F,1,F,0,0,0,0,0,F,F
AL,TEX,ANA,5,0,TEX,ANA,2,2,2,0,2,lowen001,L,canng001,R,suzuk001,,,,F,3,4,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TEX,ANA,5,1,ANA,TEX,0,2,2,0,2,sches001,L,lylej001,R,trevj001,,,,T,9,8,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,5,1,ANA,TEX,1,2,1,0,2,suzuk001,R,lylej001,R,trevj001,,,,F,2,9,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TEX,ANA,5,1,ANA,TEX,2,1,0,0,2,fletd002,R,lylej001,R,trevj001,,,,F,4,1,2,T,T,0,F,F,1,L,0,0,0,0,0,F,F
AL,TEX,ANA,6,0,TEX,ANA,0,1,1,0,2,solan001,R,canng001,R,suzuk001,,,,T,4,5,23,T,T,4,F,F,0,F,4,0,0,0,1,F,F
AL,TEX,ANA,6,0,TEX,ANA,0,1,0,1,2,calhw001,L,canng001,R,suzuk001,,,,F,10,6,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TEX,ANA,6,0,TEX,ANA,1,0,2,1,2,trevj001,R,canng001,R,suzuk001,,,,F,2,7,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,6,0,TEX,ANA,2,3,2,1,2,garca005,R,canng001,R,suzuk001,,,,F,8,8,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,6,1,ANA,TEX,0,0,2,1,2,walsj001,L,lylej001,R,trevj001,,,,T,3,2,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TEX,ANA,6,1,ANA,TEX,1,3,2,1,2,troum001,R,lylej001,R,trevj001,,,,F,8,3,23,T,T,4,F,F,0,F,4,0,0,0,1,F,F
AL,TEX,ANA,6,1,ANA,TEX,1,0,2,1,3,uptoj001,R,lylej001,R,trevj001,,,,F,7,4,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,6,1,ANA,TEX,2,2,1,1,3,rojaj002,L,lylej001,R,trevj001,,,,F,5,5,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TEX,ANA,7,0,TEX,ANA,0,0,1,1,3,holtb002,L,canng001,R,suzuk001,,,,T,5,9,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TEX,ANA,7,0,TEX,ANA,1,1,0,1,3,kinei001,R,canng001,R,suzuk001,,,,F,6,1,22,T,T,3,F,F,0,L,3,0,0,0,0,F,F
AL,TEX,ANA,7,0,TEX,ANA,1,2,2,1,3,dahld001,L,mayem001,R,suzuk001,,,kinei001,F,7,2,3,T,T,0,F,F,1,,0,0,0,3,0,F,F
AL,TEX,ANA,7,0,TEX,ANA,2,0,0,1,3,gallj002,L,mayem001,R,suzuk001,,,kinei001,F,9,3,20,T,T,1,F,F,0,G,1,0,0,4,1,F,F
AL,TEX,ANA,7,0,TEX,ANA,2,0,2,2,3,lowen001,L,mayem001,R,suzuk001,gallj002,,,F,3,4,3,T,T,0,F,F,1,,0,1,0,0,0,F,F
AL,TEX,ANA,7,1,ANA,TEX,0,3,1,2,3,pujoa001,R,heart001,L,trevj001,,,,T,10,6,23,T,T,4,F,F,0,F,4,0,0,0,1,F,F
AL,TEX,ANA,7,1,ANA,TEX,0,3,1,2,4,iglej001,R,heart001,L,trevj001,,,,F,6,7,14,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,TEX,ANA,7,1,ANA,TEX,0,0,2,2,4,sches001,L,heart001,L,trevj001,iglej001,,,F,9,8,3,T,T,0,F,F,1,,0,1,0,0,0,F,F
AL,TEX,ANA,7,1,ANA,TEX,1,1,1,2,4,suzuk001,R,heart001,L,trevj001,iglej001,,,F,2,9,23,T,T,4,F,F,0,F,4,4,0,0,2,F,F
AL,TEX,ANA,7,1,ANA,TEX,1,0,2,2,6,fletd002,R,heart001,L,trevj001,,,,F,4,1,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,7,1,ANA,TEX,2,3,2,2,6,walsj001,L,heart001,L,trevj001,,,,F,3,2,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,8,0,TEX,ANA,0,3,1,2,6,solan001,R,mayem001,R,suzuk001,,,,T,4,5,14,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,TEX,ANA,8,0,TEX,ANA,0,0,0,2,6,calhw001,L,mayem001,R,suzuk001,solan001,,,F,10,6,2,T,T,0,F,F,1,P,0,1,0,0,0,F,F
AL,TEX,ANA,8,0,TEX,ANA,1,3,2,2,6,trevj001,R,mayem001,R,suzuk001,solan001,,,F,2,7,2,T,T,0,F,F,1,P,0,1,0,0,0,F,F
AL,TEX,ANA,8,0,TEX,ANA,2,2,2,2,6,garca005,R,mayem001,R,suzuk001,solan001,,,F,8,8,3,T,T,0,F,F,1,,0,1,0,0,0,F,F
AL,TEX,ANA,8,1,ANA,TEX,0,2,2,2,6,troum001,R,heart001,L,trevj001,,,,T,8,3,20,T,T,1,F,F,0,G,1,0,0,0,0,F,F
AL,TEX,ANA,8,1,ANA,TEX,0,3,2,2,6,uptoj001,R,heart001,L,trevj001,troum001,,,F,7,4,14,T,F,0,F,F,0,,1,2,0,0,0,F,F
AL,TEX,ANA,8,1,ANA,TEX,0,3,2,2,6,rojaj002,L,heart001,L,trevj001,uptoj001,troum001,,F,5,5,14,T,F,0,F,F,0,,1,2,3,0,0,F,F
AL,TEX,ANA,8,1,ANA,TEX,0,1,1,2,6,pujoa001,R,degeb001,R,trevj001,rojaj002,uptoj001,troum001,F,10,6,2,T,T,0,F,F,2,P,0,1,0,3,0,F,F
AL,TEX,ANA,8,1,ANA,TEX,2,0,0,2,6,iglej001,R,degeb001,R,trevj001,rojaj002,,troum001,F,6,7,2,T,T,0,F,F,1,G,1,0,0,3,0,F,F
AL,TEX,ANA,9,0,TEX,ANA,0,1,1,2,6,holtb002,L,igler001,R,suzuk001,,,,T,5,9,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TEX,ANA,9,0,TEX,ANA,1,0,2,2,6,kinei001,R,igler001,R,suzuk001,,,,F,6,1,20,T,T,1,F,F,0,G,1,0,0,0,0,F,F
AL,TEX,ANA,9,0,TEX,ANA,1,2,2,2,6,dahld001,L,igler001,R,suzuk001,kinei001,,,F,7,2,2,T,T,0,F,F,2,G,0,0,0,0,0,F,T
AL,TEX,ANA,1,0,TEX,ANA,0,1,2,0,0,kinei001,R,quinj001,L,bemba001,,,,T,6,1,2,T,T,0,F,F,1,L,0,0,0,0,0,T,F
AL,TEX,ANA,1,0,TEX,ANA,1,0,2,0,0,solan001,R,quinj001,L,bemba001,,,,F,4,2,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TEX,ANA,1,0,TEX,ANA,2,2,2,0,0,gallj002,L,quinj001,L,bemba001,,,,F,9,3,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,1,1,ANA,TEX,0,1,1,0,0,fletd002,R,foltm001,R,heimj001,,,,T,4,1,2,T,T,0,F,F,1,L,0,0,0,0,0,F,F
AL,TEX,ANA,1,1,ANA,TEX,1,3,2,0,0,ohtas001,L,foltm001,R,heimj001,,,,F,10,2,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,1,1,ANA,TEX,2,0,0,0,0,troum001,R,foltm001,R,heimj001,,,,F,8,3,23,T,T,4,F,F,0,F,4,0,0,0,1,F,F
AL,TEX,ANA,1,1,ANA,TEX,2,2,1,0,1,walsj001,L,foltm001,R,heimj001,,,,F,3,4,20,T,T,1,F,F,0,L,1,0,0,0,0,F,F
AL,TEX,ANA,1,1,ANA,TEX,2,2,2,0,1,uptoj001,R,foltm001,R,heimj001,walsj001,,,F,7,5,3,T,T,0,F,F,1,,0,1,0,0,0,F,F
AL,TEX,ANA,2,0,TEX,ANA,0,2,2,0,1,garca005,R,quinj001,L,bemba001,,,,T,10,4,20,T,T,1,F,F,0,L,1,0,0,0,0,F,F
AL,TEX,ANA,2,0,TEX,ANA,0,2,2,0,1,lowen001,L,quinj001,L,bemba001,garca005,,,F,3,5,3,T,T,0,F,F,1,,0,1,0,0,0,F,F
AL,TEX,ANA,2,0,TEX,ANA,1,0,0,0,1,culbc001,R,quinj001,L,bemba001,garca005,,,F,5,6,8,F,F,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,2,0,TEX,ANA,2,3,2,0,1,culbc001,R,quinj001,L,bemba001,,,,F,5,6,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,2,1,ANA,TEX,0,2,2,0,1,sches001,L,foltm001,R,heimj001,,,,T,9,6,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,2,1,ANA,TEX,1,1,2,0,1,iglej001,R,foltm001,R,heimj001,,,,F,6,7,2,T,T,0,F,F,1,L,0,0,0,0,0,F,F
AL,TEX,ANA,2,1,ANA,TEX,2,1,1,0,1,bemba001,L,foltm001,R,heimj001,,,,F,2,8,2,T,T,0,F,F,1,F,0,0,0,0,0,F,F
AL,TEX,ANA,3,0,TEX,ANA,0,2,2,0,1,heimj001,R,quinj001,L,bemba001,,,,T,2,7,2,T,T,0,F,F,1,F,0,0,0,0,0,F,F
AL,TEX,ANA,3,0,TEX,ANA,1,3,1,0,1,white006,R,quinj001,L,bemba001,,,,F,7,8,14,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,TEX,ANA,3,0,TEX,ANA,1,3,1,0,1,tavel001,R,quinj001,L,bemba001,white006,,,F,8,9,14,T,F,0,F,F,0,,1,2,0,0,0,F,F
AL,TEX,ANA,3,0,TEX,ANA,1,0,1,0,1,kinei001,R,quinj001,L,bemba001,tavel001,white006,,F,6,1,2,T,T,0,F,F,1,L,0,1,2,0,0,F,F
AL,TEX,ANA,3,0,TEX,ANA,2,3,2,0,1,solan001,R,quinj001,L,bemba001,tavel001,white006,,F,4,2,3,T,T,0,F,F,1,,0,1,2,0,0,F,F
AL,TEX,ANA,3,1,ANA,TEX,0,1,1,0,1,rengl001,L,foltm001,R,heimj001,,,,T,5,9,2,T,T,0,F,F,1,P,0,0,0,0,0,F,F
AL,TEX,ANA,3,1,ANA,TEX,1,0,1,0,1,fletd002,R,foltm001,R,heimj001,,,,F,4,1,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TEX,ANA,3,1,ANA,TEX,2,2,2,0,1,ohtas001,L,foltm001,R,heimj001,,,,F,10,2,23,T,T,4,F,F,0,F,4,0,0,0,1,F,F
AL,TEX,ANA,3,1,ANA,TEX,2,3,2,0,2,troum001,R,foltm001,R,heimj001,,,,F,8,3,20,T,T,1,F,F,0,G,1,0,0,0,0,F,F
AL,TEX,ANA,3,1,ANA,TEX,2,3,2,0,2,walsj001,L,foltm001,R,heimj001,troum001,,,F,3,4,3,T,T,0,F,F,1,,0,1,0,0,0,F,F
AL,TEX,ANA,4,0,TEX,ANA,0,3,1,0,2,gallj002,L,quinj001,L,bemba001,,,,T,9,3,14,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,TEX,ANA,4,0,TEX,ANA,0,1,2,0,2,garca005,R,quinj001,L,bemba001,gallj002,,,F,10,4,3,T,T,0,F,F,1,,0,1,0,0,0,F,F
AL,TEX,ANA,4,0,TEX,ANA,1,3,1,0,2,lowen001,L,quinj001,L,bemba001,gallj002,,,F,3,5,14,T,F,0,F,F,0,,1,2,0,0,0,F,F
AL,TEX,ANA,4,0,TEX,ANA,1,1,1,0,2,culbc001,R,quinj001,L,bemba001,lowen001,gallj002,,F,5,6,20,T,T,1,F,F,0,F,1,2,3,0,0,F,F
AL,TEX,ANA,4,0,TEX,ANA,1,0,0,0,2,heimj001,R,quinj001,L,bemba001,culbc001,lowen001,gallj002,F,2,7,2,T,F,0,F,T,1,L,0,1,2,4,1,F,F
AL,TEX,ANA,4,0,TEX,ANA,2,3,2,1,2,white006,R,quinj001,L,bemba001,culbc001,lowen001,,F,7,8,3,T,T,0,F,F,1,,0,1,2,0,0,F,F
AL,TEX,ANA,4,1,ANA,TEX,0,3,1,1,2,uptoj001,R,foltm001,R,heimj001,,,,T,7,5,23,T,T,4,F,F,0,L,4,0,0,0,1,F,F
AL,TEX,ANA,4,1,ANA,TEX,0,1,0,1,3,sches001,L,foltm001,R,heimj001,,,,F,9,6,20,T,T,1,F,F,1,G,0,0,0,0,0,F,F
AL,TEX,ANA,4,1,ANA,TEX,1,0,1,1,3,iglej001,R,foltm001,R,heimj001,,,,F,6,7,20,T,T,1,F,F,0,L,1,0,0,0,0,F,F
AL,TEX,ANA,4,1,ANA,TEX,1,0,0,1,3,bemba001,L,foltm001,R,heimj001,iglej001,,,F,2,8,2,T,T,0,F,F,1,G,0,2,0,0,0,F,F
AL,TEX,ANA,4,1,ANA,TEX,2,0,2,1,3,rengl001,L,foltm001,R,heimj001,,iglej001,,F,5,9,2,T,T,0,F,F,1,G,0,0,2,0,0,F,F
AL,TEX,ANA,5,0,TEX,ANA,0,3,2,1,3,tavel001,R,quinj001,L,bemba001,,,,T,8,9,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,5,0,TEX,ANA,1,1,2,1,3,kinei001,R,quinj001,L,bemba001,,,,F,6,1,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,5,0,TEX,ANA,2,2,2,1,3,solan001,R,quinj001,L,bemba001,,,,F,4,2,2,T,T,0,F,F,1,F,0,0,0,0,0,F,F
AL,TEX,ANA,5,1,ANA,TEX,0,0,1,1,3,fletd002,R,foltm001,R,heimj001,,,,T,4,1,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TEX,ANA,5,1,ANA,TEX,1,2,2,1,3,ohtas001,L,foltm001,R,heimj001,,,,F,10,2,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,5,1,ANA,TEX,2,0,0,1,3,troum001,R,foltm001,R,heimj001,,,,F,8,3,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TEX,ANA,6,0,TEX,ANA,0,2,2,1,3,gallj002,L,rodrc002,R,bemba001,,,,T,9,3,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,6,0,TEX,ANA,1,2,2,1,3,garca005,R,rodrc002,R,bemba001,,,,F,10,4,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TEX,ANA,6,0,TEX,ANA,2,3,1,1,3,lowen001,L,rodrc002,R,bemba001,,,,F,3,5,20,T,T,1,F,F,0,G,1,0,0,0,0,F,F
AL,TEX,ANA,6,0,TEX,ANA,2,3,2,1,3,culbc001,R,rodrc002,R,bemba001,lowen001,,,F,5,6,3,T,T,0,F,F,1,,0,1,0,0,0,F,F
AL,TEX,ANA,6,1,ANA,TEX,0,1,1,1,3,walsj001,L,foltm001,R,heimj001,,,,T,3,4,2,T,T,0,F,F,1,P,0,0,0,0,0,F,F
AL,TEX,ANA,6,1,ANA,TEX,1,2,2,1,3,uptoj001,R,foltm001,R,heimj001,,,,F,7,5,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,6,1,ANA,TEX,2,1,2,1,3,sches001,L,foltm001,R,heimj001,,,,F,9,6,2,T,T,0,F,F,1,F,0,0,0,0,0,F,F
AL,TEX,ANA,7,0,TEX,ANA,0,1,0,1,3,heimj001,L,rodrc002,R,bemba001,,,,T,2,7,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TEX,ANA,7,0,TEX,ANA,1,0,2,1,3,white006,R,rodrc002,R,bemba001,,,,F,7,8,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,7,0,TEX,ANA,2,1,2,1,3,tavel001,L,rodrc002,R,bemba001,,,,F,8,9,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,7,1,ANA,TEX,0,1,2,1,3,iglej001,R,kingj002,L,heimj001,,,,T,6,7,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TEX,ANA,7,1,ANA,TEX,1,0,1,1,3,bemba001,L,kingj002,L,heimj001,,,,F,2,8,20,T,T,1,F,F,0,G,1,0,0,0,0,F,F
AL,TEX,ANA,7,1,ANA,TEX,1,0,0,1,3,rengl001,R,kingj002,L,heimj001,bemba001,,,F,5,9,2,T,T,0,F,F,1,G,0,2,0,0,0,F,F
AL,TEX,ANA,7,1,ANA,TEX,2,0,0,1,3,fletd002,R,kingj002,L,heimj001,,bemba001,,F,4,1,20,T,T,1,F,F,0,G,1,0,3,0,0,F,F
